gene	n_ss_samples_with_upoutlier	pct_ss_samples_with_upoutlier	list_of_samples
RHBDL1	1	2.7777777777777777	TCGA-DX-A7EQ-01
RMRP	1	2.7777777777777777	THR39_1378_S01
RMST	1	2.7777777777777777	THR39_1378_S01
RN7SL731P	1	2.7777777777777777	TCGA-DX-A7EQ-01
RNA5-8S5	1	2.7777777777777777	THR39_1362_S01
RNASEH2C	1	2.7777777777777777	TCGA-DX-A7EQ-01
RNF144A	1	2.7777777777777777	THR39_1363_S01
RNF20	1	2.7777777777777777	THR31_1392_S01
ROMO1	1	2.7777777777777777	TCGA-DX-A7EQ-01
ROR1	1	2.7777777777777777	THR39_1374_S01
ROR2	1	2.7777777777777777	THR31_1386_S01
RP11-10A14.5	1	2.7777777777777777	THR39_1378_S01
RP11-1100L3.8	1	2.7777777777777777	TCGA-Z4-AAPF-01
RP11-1148L6.8	1	2.7777777777777777	THR39_1360_S01
RP11-114H24.6	1	2.7777777777777777	TCGA-DX-A7EQ-01
RP11-1212A22.4	1	2.7777777777777777	THR39_1378_S01
RP11-133F8.2	1	2.7777777777777777	THR39_1363_S01
RP11-152N13.5	1	2.7777777777777777	THR39_1378_S01
RP11-157P1.4	1	2.7777777777777777	THR39_1378_S01
RP11-159D12.5	1	2.7777777777777777	THR39_1378_S01
RP11-167B3.2	1	2.7777777777777777	THR39_1373_S01
RP11-175K6.1	1	2.7777777777777777	TCGA-DX-AB3B-01
RP11-211N8.2	1	2.7777777777777777	THR31_1392_S01
RP11-295M3.4	1	2.7777777777777777	TH03_0156_S01
RP11-295P9.3	1	2.7777777777777777	THR39_1368_S01
RP11-302B13.1	1	2.7777777777777777	THR39_1378_S01
RP11-309L24.6	1	2.7777777777777777	TCGA-Z4-AAPF-01
RP11-342M3.5	1	2.7777777777777777	TCGA-DX-A7EQ-01
RP11-350N15.4	1	2.7777777777777777	TCGA-DX-AB3B-01
RP11-369J21.12	1	2.7777777777777777	THR31_1393_S01
RP11-380M21.2	1	2.7777777777777777	THR39_1378_S01
RP11-388M20.2	1	2.7777777777777777	TCGA-DX-A7EQ-01
RP11-401P9.4	1	2.7777777777777777	THR39_1364_S01
RP11-451G4.2	1	2.7777777777777777	TCGA-Z4-AAPF-01
RP11-455F5.3	1	2.7777777777777777	TCGA-FX-A8OO-01
RP11-490M8.1	1	2.7777777777777777	TCGA-DX-A7EQ-01
RP11-498C9.2	1	2.7777777777777777	TCGA-DX-A7EQ-01
RP11-51O6.1	1	2.7777777777777777	THR31_1386_S01
RP11-536O18.1	1	2.7777777777777777	TCGA-FX-A8OO-01
RP11-543P15.1	1	2.7777777777777777	THR31_1393_S01
RP11-54O7.3	1	2.7777777777777777	THR39_1378_S01
RP11-567M16.1	1	2.7777777777777777	THR39_1362_S01
RP11-603B24.1	1	2.7777777777777777	THR39_1373_S01
RP11-603J24.17	1	2.7777777777777777	TCGA-DX-A7EQ-01
RP11-618K13.2	1	2.7777777777777777	TCGA-DX-A7EQ-01
RP11-624G17.3	1	2.7777777777777777	TCGA-DX-A7ER-01
RP11-632C17__A.1	1	2.7777777777777777	THR39_1378_S01
RP11-64B16.2	1	2.7777777777777777	TCGA-Z4-AAPF-01
RP11-681H18.2	1	2.7777777777777777	THR39_1363_S01
RP11-69E11.4	1	2.7777777777777777	THR39_1378_S01
RP11-732A19.5	1	2.7777777777777777	TCGA-DX-A7ER-01
RP11-755F10.3	1	2.7777777777777777	THR39_1378_S01
RP11-802E16.3	1	2.7777777777777777	TCGA-DX-A7EQ-01
RP11-89K21.1	1	2.7777777777777777	TCGA-DX-A7EQ-01
RP11-932O9.9	1	2.7777777777777777	THR39_1378_S01
RP11-94I2.4	1	2.7777777777777777	THR39_1378_S01
RP11-96A15.1	1	2.7777777777777777	TCGA-Z4-AAPF-01
RP11-96L14.7	1	2.7777777777777777	TCGA-DX-A7EQ-01
RP11-977G19.10	1	2.7777777777777777	THR31_1386_S01
RP11-977G19.11	1	2.7777777777777777	TCGA-DX-A7EQ-01
RP11-977G19.5	1	2.7777777777777777	THR39_1378_S01
RP11-97O12.5	1	2.7777777777777777	TCGA-DX-A7EQ-01
RP11-999E24.3	1	2.7777777777777777	TCGA-DX-A7ER-01
RP13-1032I1.7	1	2.7777777777777777	TCGA-DX-A7EQ-01
RP13-714J12.1	1	2.7777777777777777	THR39_1362_S01
RP4-781K5.2	1	2.7777777777777777	THR39_1369_S01
RP4-800G7.2	1	2.7777777777777777	THR39_1378_S01
RP5-857K21.11	1	2.7777777777777777	THR39_1378_S01
RP5-890O3.9	1	2.7777777777777777	THR39_1378_S01
RPL10	1	2.7777777777777777	THR39_1363_S01
RPL18	1	2.7777777777777777	TCGA-DX-AB3C-01
RPL19	1	2.7777777777777777	TCGA-DX-AB3C-01
RPL23	1	2.7777777777777777	TCGA-FX-A8OO-01
RPL23AP42	1	2.7777777777777777	THR31_1392_S01
RPL24	1	2.7777777777777777	TCGA-DX-A7EQ-01
RPL24P2	1	2.7777777777777777	TCGA-DX-A7EQ-01
RPL28	1	2.7777777777777777	TCGA-DX-A7EQ-01
RPL32P29	1	2.7777777777777777	TCGA-DX-AB3B-01
RPL36	1	2.7777777777777777	TCGA-DX-A7EQ-01
RPL37A	1	2.7777777777777777	TCGA-DX-A7ER-01
RPL37P6	1	2.7777777777777777	TCGA-DX-A7EQ-01
RPL39	1	2.7777777777777777	THR31_1393_S01
RPL9	1	2.7777777777777777	TCGA-DX-A7EQ-01
RPLP1	1	2.7777777777777777	TCGA-DX-A7EQ-01
RPLP2	1	2.7777777777777777	TCGA-DX-A7EQ-01
RPS15	1	2.7777777777777777	THR31_1393_S01
RPS19	1	2.7777777777777777	TCGA-DX-AB3C-01
RPS19BP1	1	2.7777777777777777	TCGA-DX-A7EQ-01
RPS2	1	2.7777777777777777	TCGA-DX-AB3C-01
RPS23	1	2.7777777777777777	TCGA-WK-A8XT-01
RPS27	1	2.7777777777777777	THR31_1392_S01
RPS28	1	2.7777777777777777	TCGA-DX-A7EQ-01
RPS4X	1	2.7777777777777777	TCGA-WK-A8XT-01
RPS6KB1	1	2.7777777777777777	TH27_0976_S01
RRAD	1	2.7777777777777777	TCGA-Z4-AAPF-01
RRAGA	1	2.7777777777777777	TCGA-DX-A7ER-01
RRP12	1	2.7777777777777777	TCGA-MJ-A850-01
RRP7BP	1	2.7777777777777777	THR39_1376_S01
RSPO2	1	2.7777777777777777	THR31_1392_S01
RSU1	1	2.7777777777777777	TH03_0156_S01
RTN1	1	2.7777777777777777	THR39_1368_S01
RUSC2	1	2.7777777777777777	TH27_0976_S01
RWDD3	1	2.7777777777777777	THR39_1370_S01
RXRA	1	2.7777777777777777	THR31_1386_S01
RXRB	1	2.7777777777777777	THR39_1369_S01
S100A7	1	2.7777777777777777	TCGA-MJ-A850-01
SAMM50	1	2.7777777777777777	THR39_1374_S01
SART1	1	2.7777777777777777	TCGA-DX-A7EQ-01
SCARNA10	1	2.7777777777777777	THR39_1378_S01
SCARNA13	1	2.7777777777777777	THR39_1378_S01
SCARNA7	1	2.7777777777777777	THR39_1378_S01
SCT	1	2.7777777777777777	THR39_1362_S01
SDAD1	1	2.7777777777777777	THR39_1368_S01
SDF4	1	2.7777777777777777	THR39_1372_S01
SEC63	1	2.7777777777777777	THR39_1369_S01
SENP6	1	2.7777777777777777	THR39_1369_S01
SEPHS1	1	2.7777777777777777	THR31_1392_S01
SEPT11	1	2.7777777777777777	THR39_1368_S01
SEPT6	1	2.7777777777777777	THR31_1386_S01
SERTAD4-AS1	1	2.7777777777777777	THR39_1369_S01
SF3B3	1	2.7777777777777777	THR31_1386_S01
SF3B5	1	2.7777777777777777	TCGA-DX-A7EQ-01
SFPQ	1	2.7777777777777777	THR39_1378_S01
SGCA	1	2.7777777777777777	TCGA-Z4-AAPF-01
SH3BGR	1	2.7777777777777777	TCGA-Z4-AAPF-01
SH3BGRL	1	2.7777777777777777	THR39_1369_S01
SH3BP5	1	2.7777777777777777	TCGA-DX-AB3B-01
SH3RF3	1	2.7777777777777777	THR31_1386_S01
SH3RF3-AS1	1	2.7777777777777777	TH27_0976_S01
SHISA3	1	2.7777777777777777	THR39_1360_S01
SIN3A	1	2.7777777777777777	THR31_1386_S01
SLC16A8	1	2.7777777777777777	TCGA-DX-A7ER-01
SLC25A14	1	2.7777777777777777	THR39_1364_S01
SLC26A10	1	2.7777777777777777	THR39_1378_S01
SLC26A7	1	2.7777777777777777	TCGA-FX-A8OO-01
SLC35B3	1	2.7777777777777777	TH03_0156_S01
SLC4A2	1	2.7777777777777777	TCGA-DX-A7EQ-01
SLC5A2	1	2.7777777777777777	TCGA-DX-A7EQ-01
SLC6A10P	1	2.7777777777777777	THR39_1372_S01
SLCO3A1	1	2.7777777777777777	THR31_1386_S01
SLIT3	1	2.7777777777777777	THR31_1386_S01
SMAD1	1	2.7777777777777777	TH03_0156_S01
SMG1P7	1	2.7777777777777777	THR39_1378_S01
SMIM1	1	2.7777777777777777	TCGA-DX-A7EQ-01
SMPX	1	2.7777777777777777	TCGA-Z4-AAPF-01
SNAPC2	1	2.7777777777777777	TH03_0112_S01
SNCB	1	2.7777777777777777	TCGA-DX-AB3C-01
SNHG23	1	2.7777777777777777	THR39_1378_S01
SNHG25	1	2.7777777777777777	TCGA-DX-A7EQ-01
SNHG6	1	2.7777777777777777	THR31_1393_S01
SNHG7	1	2.7777777777777777	TCGA-DX-A7EQ-01
SNHG8	1	2.7777777777777777	TCGA-WK-A8XT-01
SNORA40	1	2.7777777777777777	THR39_1378_S01
SNORA48	1	2.7777777777777777	THR39_1378_S01
SNORA57	1	2.7777777777777777	THR39_1378_S01
SNORA73A	1	2.7777777777777777	THR39_1378_S01
SNORA73B	1	2.7777777777777777	THR39_1378_S01
SNORA79	1	2.7777777777777777	THR39_1378_S01
SNORA7A	1	2.7777777777777777	THR39_1378_S01
SNORA7B	1	2.7777777777777777	THR39_1378_S01
SNORD118	1	2.7777777777777777	THR39_1378_S01
SNRNP200	1	2.7777777777777777	THR31_1386_S01
SNRNP27	1	2.7777777777777777	THR31_1386_S01
SNRPD2	1	2.7777777777777777	TCGA-DX-A7EQ-01
SOST	1	2.7777777777777777	THR39_1366_S01
SOX3	1	2.7777777777777777	TCGA-DX-AB3C-01
SPACA6P	1	2.7777777777777777	THR39_1378_S01
SPAG17	1	2.7777777777777777	THR39_1378_S01
SPAG7	1	2.7777777777777777	TCGA-DX-AB3C-01
SPATA2L	1	2.7777777777777777	TCGA-DX-A7EQ-01
SPCS3	1	2.7777777777777777	THR39_1372_S01
SPRR1B	1	2.7777777777777777	TCGA-MJ-A850-01
SPRR2E	1	2.7777777777777777	TCGA-MJ-A850-01
SREK1IP1	1	2.7777777777777777	THR39_1378_S01
SRGAP3	1	2.7777777777777777	THR39_1373_S01
SRPK3	1	2.7777777777777777	THR39_1378_S01
SRSF6	1	2.7777777777777777	THR39_1373_S01
SSC5D	1	2.7777777777777777	TCGA-X6-A8C7-01
SSSCA1	1	2.7777777777777777	TH03_0112_S01
SST	1	2.7777777777777777	TH27_0976_S01
SSX2	1	2.7777777777777777	TCGA-DX-AB3C-01
STAC3	1	2.7777777777777777	TCGA-Z4-AAPF-01
STARD3	1	2.7777777777777777	THR31_1386_S01
STARD4	1	2.7777777777777777	THR39_1362_S01
STK36	1	2.7777777777777777	THR39_1376_S01
STRA6	1	2.7777777777777777	THR39_1362_S01
STRADA	1	2.7777777777777777	THR39_1372_S01
STUB1	1	2.7777777777777777	TCGA-DX-A7EQ-01
STX8	1	2.7777777777777777	TCGA-DX-A7EQ-01
SUOX	1	2.7777777777777777	THR39_1362_S01
SUPV3L1	1	2.7777777777777777	THR39_1378_S01
SWI5	1	2.7777777777777777	TCGA-DX-A7EQ-01
SYMPK	1	2.7777777777777777	TCGA-DX-A7EQ-01
SYNDIG1	1	2.7777777777777777	TCGA-DX-A7ER-01
SYNGR3	1	2.7777777777777777	TCGA-DX-AB3C-01
SYNPO2	1	2.7777777777777777	TCGA-Z4-AAPF-01
SYP	1	2.7777777777777777	THR39_1360_S01
SYT8	1	2.7777777777777777	THR39_1377_S01
TAF1C	1	2.7777777777777777	THR39_1373_S01
TANC1	1	2.7777777777777777	THR31_1386_S01
TBC1D30	1	2.7777777777777777	TH03_0156_S01
TBC1D5	1	2.7777777777777777	THR31_1392_S01
TBCD	1	2.7777777777777777	THR39_1372_S01
TBL3	1	2.7777777777777777	TCGA-DX-A7EQ-01
TBX15	1	2.7777777777777777	TCGA-X6-A8C7-01
TCEB2	1	2.7777777777777777	TCGA-DX-A7EQ-01
TCF12	1	2.7777777777777777	THR39_1364_S01
TCF25	1	2.7777777777777777	TCGA-DX-A7EQ-01
TCF7L1	1	2.7777777777777777	THR31_1386_S01
TENM4	1	2.7777777777777777	THR39_1367_S01
TESK1	1	2.7777777777777777	TH27_0976_S01
TEX10	1	2.7777777777777777	THR39_1363_S01
TFPT	1	2.7777777777777777	TCGA-DX-A7EQ-01
TGIF1	1	2.7777777777777777	THR39_1371_S01
THAP9-AS1	1	2.7777777777777777	THR39_1368_S01
THBS4	1	2.7777777777777777	TCGA-Z4-AAPF-01
THG1L	1	2.7777777777777777	TCGA-DX-A7EO-01
THOC2	1	2.7777777777777777	THR39_1364_S01
TLN2	1	2.7777777777777777	THR31_1386_S01
TM2D2	1	2.7777777777777777	THR31_1386_S01
TMEM121	1	2.7777777777777777	TCGA-DX-A7EQ-01
TMEM132B	1	2.7777777777777777	THR39_1362_S01
TMEM160	1	2.7777777777777777	TCGA-DX-A7EQ-01
TMEM190	1	2.7777777777777777	THR39_1362_S01
TMEM219	1	2.7777777777777777	TCGA-DX-A7EQ-01
TMEM256	1	2.7777777777777777	TCGA-DX-A7EQ-01
TMEM259	1	2.7777777777777777	THR39_1368_S01
TMEM35	1	2.7777777777777777	THR39_1368_S01
TMEM38A	1	2.7777777777777777	TCGA-Z4-AAPF-01
TMEM50B	1	2.7777777777777777	THR39_1372_S01
TMEM52	1	2.7777777777777777	TCGA-DX-A7EQ-01
TMEM8C	1	2.7777777777777777	TCGA-DX-A7EO-01
TMOD4	1	2.7777777777777777	TCGA-Z4-AAPF-01
TMPRSS15	1	2.7777777777777777	THR39_1374_S01
TMUB2	1	2.7777777777777777	THR39_1371_S01
TMX3	1	2.7777777777777777	THR39_1372_S01
TNFRSF18	1	2.7777777777777777	THR39_1362_S01
TNFSF8	1	2.7777777777777777	THR39_1364_S01
TNMD	1	2.7777777777777777	TH27_0976_S01
TNNC2	1	2.7777777777777777	TCGA-Z4-AAPF-01
TNNI1	1	2.7777777777777777	TCGA-Z4-AAPF-01
TNNI2	1	2.7777777777777777	TCGA-Z4-AAPF-01
TNNT1	1	2.7777777777777777	TCGA-Z4-AAPF-01
TNPO2	1	2.7777777777777777	THR31_1386_S01
TOB2	1	2.7777777777777777	THR39_1367_S01
TPGS1	1	2.7777777777777777	TCGA-DX-A7EQ-01
TRAPPC12	1	2.7777777777777777	THR39_1378_S01
TRAPPC2L	1	2.7777777777777777	TCGA-DX-A7EQ-01
TRAPPC5	1	2.7777777777777777	TCGA-DX-A7EQ-01
TRIM54	1	2.7777777777777777	TCGA-Z4-AAPF-01
TRIM63	1	2.7777777777777777	TCGA-Z4-AAPF-01
TSPEAR	1	2.7777777777777777	THR39_1362_S01
TSSC4	1	2.7777777777777777	TCGA-DX-A7EQ-01
TTC17	1	2.7777777777777777	THR39_1368_S01
TTN	1	2.7777777777777777	TCGA-Z4-AAPF-01
TTN-AS1	1	2.7777777777777777	TCGA-Z4-AAPF-01
TTYH1	1	2.7777777777777777	TCGA-DX-A7EQ-01
TTYH2	1	2.7777777777777777	THR39_1372_S01
TUBGCP2	1	2.7777777777777777	TCGA-DX-A7EQ-01
TUBGCP6	1	2.7777777777777777	THR39_1368_S01
TULP3	1	2.7777777777777777	TH03_0112_S02
TXNL4A	1	2.7777777777777777	TCGA-DX-A7EQ-01
TYK2	1	2.7777777777777777	THR39_1378_S01
U2SURP	1	2.7777777777777777	THR39_1368_S01
UBA52	1	2.7777777777777777	TCGA-DX-A7EQ-01
UPF2	1	2.7777777777777777	THR39_1378_S01
UQCC2	1	2.7777777777777777	TCGA-DX-A7EQ-01
UQCR11	1	2.7777777777777777	TCGA-DX-A7EQ-01
UROS	1	2.7777777777777777	TCGA-DX-A7EQ-01
USP2	1	2.7777777777777777	TCGA-DX-AB3C-01
USP34	1	2.7777777777777777	THR39_1362_S01
UST	1	2.7777777777777777	THR39_1364_S01
UTP23	1	2.7777777777777777	THR31_1386_S01
UTP3	1	2.7777777777777777	THR39_1368_S01
UXS1	1	2.7777777777777777	THR39_1372_S01
VASN	1	2.7777777777777777	TH03_0112_S01
VGLL4	1	2.7777777777777777	TH27_0976_S01
VHL	1	2.7777777777777777	THR39_1369_S01
VPS13D	1	2.7777777777777777	THR39_1370_S01
VPS41	1	2.7777777777777777	THR39_1368_S01
WASH3P	1	2.7777777777777777	THR39_1378_S01
WDFY3	1	2.7777777777777777	THR39_1368_S01
WDR13	1	2.7777777777777777	TCGA-DX-A7EQ-01
WDR27	1	2.7777777777777777	THR39_1376_S01
WDR45	1	2.7777777777777777	THR39_1360_S01
WDR46	1	2.7777777777777777	TCGA-DX-A7EQ-01
WDR70	1	2.7777777777777777	TCGA-DX-A7EQ-01
WDR82	1	2.7777777777777777	THR39_1367_S01
WFS1	1	2.7777777777777777	THR39_1372_S01
WHSC1L1	1	2.7777777777777777	THR39_1369_S01
WI2-1896O14.1	1	2.7777777777777777	TCGA-Z4-AAPF-01
WISP1	1	2.7777777777777777	TH27_0976_S01
WISP2	1	2.7777777777777777	TCGA-Z4-AAPF-01
WNT16	1	2.7777777777777777	THR31_1392_S01
WRAP53	1	2.7777777777777777	TCGA-DX-A7EQ-01
WWC3	1	2.7777777777777777	THR31_1386_S01
WWP2	1	2.7777777777777777	THR39_1371_S01
XIRP1	1	2.7777777777777777	TCGA-Z4-AAPF-01
XIRP2	1	2.7777777777777777	TCGA-Z4-AAPF-01
XXbac-BPG252P9.9	1	2.7777777777777777	THR31_1393_S01
YBEY	1	2.7777777777777777	TCGA-DX-A7EQ-01
ZBED5	1	2.7777777777777777	THR39_1368_S01
ZBTB10	1	2.7777777777777777	THR39_1369_S01
ZBTB47	1	2.7777777777777777	TH27_0976_S01
ZBTB48	1	2.7777777777777777	TCGA-DX-A7EQ-01
ZFAND2B	1	2.7777777777777777	TCGA-DX-A7EQ-01
ZFAND5	1	2.7777777777777777	THR31_1386_S01
ZNF286A	1	2.7777777777777777	THR39_1371_S01
ZNF362	1	2.7777777777777777	THR31_1386_S01
ZNF385D	1	2.7777777777777777	THR39_1370_S01
ZNF513	1	2.7777777777777777	TH27_0976_S01
ZNF580	1	2.7777777777777777	TCGA-DX-A7EQ-01
ZNF688	1	2.7777777777777777	TH03_0112_S01
ZNF771	1	2.7777777777777777	TCGA-DX-A7EQ-01
ZSCAN16-AS1	1	2.7777777777777777	TCGA-DX-A7EQ-01
